smiles	randomized_smiles
CCCN(C(=O)NCc1ccccc1-n1ccnc1)C1CC1	c1ccc(CNC(N(CCC)C2CC2)=O)c(-n2ccnc2)c1
CSCCS[C@H]1CCc2ccccc2C1	S([C@@H]1Cc2ccccc2CC1)CCSC
CCCNC(=O)CNC(=O)Cc1ncc(C)s1	C(C)CNC(CNC(=O)Cc1ncc(C)s1)=O
O=C1C[C@H](C(=O)N2CC[C@H]3OCCC[C@@]3(CNC(=O)c3ccc(-n4cccn4)nc3)C2)CCN1	n1(-c2ccc(C(=O)NC[C@@]34CCCO[C@@H]3CCN(C(=O)[C@H]3CC(=O)NCC3)C4)cn2)cccn1
COc1cccnc1CCC(=O)NC[C@@H]1OC[C@@H]2CCN(C(=O)[C@H](C)n3ccccc3=O)C[C@@H]21	c1ccc(=O)n([C@@H](C)C(=O)N2CC[C@@H]3[C@H](C2)[C@H](CNC(CCc2ncccc2OC)=O)OC3)c1
C=CC[C@@H](C(=C)C)C(=O)NC[C@@H]1OC[C@@H]2CCN(C(=O)c3cc(O)cc([N+](=O)[O-])c3)C[C@@H]21	N1(C(=O)c2cc(O)cc([N+](=O)[O-])c2)C[C@@H]2[C@H](CNC(=O)[C@H](C(C)=C)CC=C)OC[C@@H]2CC1
CN1CC[C@H](C(=O)N2[C@H]3CC[C@@H]2C[C@H]3NC(=O)c2cnn(C(C)(C)C)c2)C1	C(C)(C)(n1cc(C(N[C@@H]2C[C@H]3CC[C@@H]2N3C([C@H]2CCN(C)C2)=O)=O)cn1)C
C[C@H]1C[C@@H](NC(=O)N2C[C@@H](CO)[C@H](c3ccc(Cl)cc3)C2)C(=O)N1c1ccccc1	c1ccc(N2C(=O)[C@H](NC(=O)N3C[C@@H](c4ccc(Cl)cc4)[C@H](CO)C3)C[C@@H]2C)cc1
O=C([C@@H]1C[C@@H]2C[C@@H]2C1)N1CC[C@H](NCCC2CC2)C1	[C@@H]12C[C@H](C(N3CC[C@H](NCCC4CC4)C3)=O)C[C@@H]1C2
COCc1cccc(CS[C@@H](C)COC)c1	c1(COC)cc(CS[C@H](COC)C)ccc1
CC(C)[C@H](CNCc1cnn2ccccc12)N1CCCCCC1	c1c2c(CNC[C@H](N3CCCCCC3)C(C)C)cnn2ccc1
CC(C)(C)OC(=O)N1CC[C@@]2(C[C@H]2C(=O)N2[C@H]3CC[C@@H]2C[C@H](NC(=O)C2CCSCC2)C3)C1	[C@@H]1(NC(=O)C2CCSCC2)C[C@@H]2CC[C@H](C1)N2C([C@H]1[C@@]2(CN(C(OC(C)(C)C)=O)CC2)C1)=O
CCCN(C)c1ccc(C(=O)Nc2ccc(-n3ccc(C(N)=O)n3)cc2)cc1	CN(CCC)c1ccc(C(=O)Nc2ccc(-n3ccc(C(=O)N)n3)cc2)cc1
C[C@@H](C(=O)N1CC[C@H]2[C@@H]1CCN2C(=O)CC1(C)CN(C(=O)OC(C)(C)C)C1)c1ccc(Cl)cc1	c1([C@@H](C)C(N2CC[C@@H]3N(C(=O)CC4(C)CN(C(OC(C)(C)C)=O)C4)CC[C@H]23)=O)ccc(Cl)cc1
COCCOC[C@H]1CCN(C(=O)N[C@H](C)c2cc(OC)c(OC)c(OC)c2)C1	[C@@H](NC(N1C[C@@H](COCCOC)CC1)=O)(C)c1cc(OC)c(OC)c(OC)c1
Cn1cnc(C(=O)N2CC[C@@H](CNC(=O)[C@@H]3[C@H]4CN(C(=O)OC(C)(C)C)C[C@H]43)[C@@H]2c2cccnc2)c1	c1n(C)cnc1C(N1[C@@H](c2cccnc2)[C@H](CNC([C@@H]2[C@H]3CN(C(OC(C)(C)C)=O)C[C@@H]23)=O)CC1)=O
CC(C)[C@H](C(=O)N[C@@H]1C[C@@H]2CC[C@H](C1)N2C(=O)c1ccc(OC(C)(C)C)cc1)c1ccc(F)cc1	c1c(OC(C)(C)C)ccc(C(=O)N2[C@@H]3CC[C@H]2C[C@@H](NC([C@@H](C(C)C)c2ccc(F)cc2)=O)C3)c1
Cc1ncoc1C(=O)N1CC[C@@H](CNC(=O)C[C@@H]2CCN(C(=O)OC(C)(C)C)C2)[C@@H]1c1cccnc1	C(C)(C)(OC(=O)N1C[C@H](CC(NC[C@@H]2CCN(C(c3ocnc3C)=O)[C@H]2c2cnccc2)=O)CC1)C
COc1ccccc1[C@H](CNC(=O)c1cc(Cl)c(F)cc1Cl)N1CCCC1	C(=O)(c1c(Cl)cc(F)c(Cl)c1)NC[C@H](N1CCCC1)c1ccccc1OC
CCc1nnsc1C(=O)N[C@H](C)CCNC(=O)C(C)(C)C(F)F	[C@H](NC(=O)c1c(CC)nns1)(CCNC(C(C)(C(F)F)C)=O)C
CCCCN(C)S(=O)(=O)c1cc([N+](=O)[O-])ccc1N/N=C/c1ccc(Sc2nc3ccccc3s2)c([N+](=O)[O-])c1	N(S(c1c(N/N=C/c2ccc(Sc3sc4ccccc4n3)c([N+](=O)[O-])c2)ccc([N+]([O-])=O)c1)(=O)=O)(C)CCCC
CC[C@H](Nc1ncc(C#N)cc1Cl)[C@H]1CC1(C)C	[C@@H]1([C@@H](Nc2c(Cl)cc(C#N)cn2)CC)C(C)(C)C1
O=C(Cc1cc(F)ccc1O)N1Cc2cncnc2C1	n1c2c(cnc1)CN(C(=O)Cc1cc(F)ccc1O)C2
OCCC1CCN(CCCc2ccccc2)CC1	C(CCN1CCC(CCO)CC1)c1ccccc1
Cc1cc(C)nc(COC(=O)c2ccoc2C)c1	c1(C(OCc2nc(C)cc(C)c2)=O)ccoc1C
COC(=O)N(C)CCNC(=O)N[C@@H](C)[C@@H]1CCN(Cc2ccccc2)C1	C(NCCN(C(=O)OC)C)(=O)N[C@@H](C)[C@H]1CN(Cc2ccccc2)CC1
CC(C)(C)OC(=O)N[C@@H](CC(=O)N1CC[C@H]2[C@@H]1CCN2C(=O)[C@@H](O)C(C)(C)C)Cc1cccs1	C1C[C@@H]2N(C([C@H](C(C)(C)C)O)=O)CC[C@@H]2N1C(C[C@@H](Cc1sccc1)NC(OC(C)(C)C)=O)=O
CC(C)C1(C(=O)N2CCC[C@@H](CCO)C2)COC1	O=C(C1(C(C)C)COC1)N1CCC[C@@H](CCO)C1
COC[C@@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H]1C[C@@H]2CC[C@H](C1)N2C(=O)[C@H](C)c1ccc(O)cc1	N(C(=O)[C@@H](COC)NC(OC(C)(C)C)=O)[C@H]1C[C@@H]2N(C(=O)[C@@H](c3ccc(O)cc3)C)[C@@H](CC2)C1
COCc1cc(CNC2CC(C)(c3ccccc3)C2)no1	c1(COC)onc(CNC2CC(C)(c3ccccc3)C2)c1
CCOC(=O)N[C@H](O)C(=O)N1CCC([C@H]2CCCCN2C(=O)c2ccc3c(c2)NC(=O)CC3)CC1	N1(C(c2ccc3c(c2)NC(=O)CC3)=O)CCCC[C@@H]1C1CCN(C([C@H](NC(=O)OCC)O)=O)CC1
C[C@H](Oc1ccccc1C(F)(F)F)C(=O)Nc1cccc(F)c1F	c1ccc(O[C@@H](C)C(=O)Nc2c(F)c(F)ccc2)c(C(F)(F)F)c1
O=C(c1ccccc1OC(F)(F)F)N1CC[C@H]2[C@@H]1CCN2C(=O)[C@@H]1CCC[C@H]2CCCC[C@H]21	C1[C@H]2[C@H](C(N3[C@H]4CCN(C(c5ccccc5OC(F)(F)F)=O)[C@H]4CC3)=O)CCC[C@H]2CCC1
CC(=O)C[C@@H](C)C(=O)N1CCO[C@@]2(CCN(C(=O)[C@@H]3[C@H]4CN(C(=O)OC(C)(C)C)C[C@H]43)C2)C1	C1N(C(=O)[C@@H](CC(C)=O)C)CCO[C@]12CN(C(=O)[C@@H]1[C@H]3CN(C(=O)OC(C)(C)C)C[C@H]31)CC2
Cc1c[nH]nc1C(=O)N1CC[C@@H]2CCN(C(=O)/C=C\C3CC3)C[C@H]21	[C@H]12CCN(C(c3c(C)c[nH]n3)=O)[C@@H]1CN(C(=O)/C=C\C1CC1)CC2
Cc1ccc(C(=O)N2C[C@H]3C(NC(=O)[C@H]4C[C@H]4C(N)=O)[C@@H]3C2)c(C2CC2)n1	O=C(NC1[C@@H]2CN(C(=O)c3c(C4CC4)nc(C)cc3)C[C@@H]12)[C@H]1C[C@H]1C(N)=O
Cc1noc(C)c1CN(C)Cc1ccc2ccccc2c1	c1c(CN(Cc2c(C)noc2C)C)cc2ccccc2c1
CN(C[C@H]1CCN(C(=O)[C@@H]2C[C@@H]3O[C@H]2[C@H]2C[C@@H]32)C1)C(=O)C1=CCCC1	[C@@H]1(C(N2CC[C@H](CN(C)C(=O)C3=CCCC3)C2)=O)C[C@H]2[C@@H]3C[C@@H]3[C@@H]1O2
O=C(Nc1cccc(-c2nc(-c3cccc(CN4CCCCC4)c3)no2)c1)NC1CC1	C1CC1NC(=O)Nc1cc(-c2onc(-c3cccc(CN4CCCCC4)c3)n2)ccc1
Oc1ccc(Nc2c(O)cccc2Br)cn1	c1ccc(Br)c(Nc2cnc(O)cc2)c1O
CCC(=O)NCC(=O)N[C@H]1CCN(C(=O)c2cccs2)[C@H]1C	C1CN(C(=O)c2sccc2)[C@@H](C)[C@H]1NC(=O)CNC(CC)=O
O=C(NCC1=CCN(C[C@H](O)Cn2cccn2)CC1)C1CCCCC1	O=C(C1CCCCC1)NCC1=CCN(C[C@@H](Cn2cccn2)O)CC1
CCOCN(C(=O)CN1CCC[C@H]([C@@H](O)C(F)(F)F)C1)c1c(C)cccc1CC	O(CN(C(=O)CN1CCC[C@H]([C@@H](O)C(F)(F)F)C1)c1c(C)cccc1CC)CC
O=C(N[C@H]1CCN(CC2CCCC2)C1)[C@H]1CCCN(C(=O)Nc2ccccc2)C1	N1(C(Nc2ccccc2)=O)CCC[C@H](C(N[C@@H]2CN(CC3CCCC3)CC2)=O)C1
Cc1ccc(NC(=O)CCc2ccncn2)c(OCC(=O)N(C)C)c1	c1(C)cc(OCC(=O)N(C)C)c(NC(CCc2ncncc2)=O)cc1
O=C(/C=C/c1ccc(O)c(O)c1O)N[C@@H]1C[C@@H]2CC[C@H](C1)N2C(=O)c1cc2c(Cl)cccc2s1	c1(/C=C/C(=O)N[C@@H]2C[C@@H]3CC[C@@H](N3C(=O)c3cc4c(cccc4Cl)s3)C2)c(O)c(O)c(O)cc1
Cc1[nH]c(C(=O)N[C@@H](C)/C=C/C(=O)O)c(C)c1C=O	C[C@H](NC(c1c(C)c(C=O)c(C)[nH]1)=O)/C=C/C(=O)O
CCC1(CNc2ncncc2C(=O)O)CCCCCC1	C(O)(=O)c1c(NCC2(CC)CCCCCC2)ncnc1
Cc1n[nH]cc1C(=O)N[C@@H]1CCc2nc(NC(=O)CCc3ccc(O)nn3)sc2C1	C(CCc1ccc(O)nn1)(=O)Nc1sc2c(n1)CC[C@@H](NC(c1c(C)n[nH]c1)=O)C2
O=C(Cc1ccc(Br)cc1)NCc1cccc2c1OCC2	C(c1cccc2c1OCC2)NC(Cc1ccc(Br)cc1)=O
COCCOC(=O)NCC[C@@H]1C[C@@H](C)N(Cc2ccccc2)C1	C[C@H]1N(Cc2ccccc2)C[C@H](CCNC(=O)OCCOC)C1
CCN(CC)S(=O)(=O)c1ccc(OC(=O)[C@@H]2C[C@@H]2c2cccc(Br)c2)c([N+](=O)[O-])c1	O=S(N(CC)CC)(=O)c1cc([N+]([O-])=O)c(OC([C@@H]2C[C@@H]2c2cc(Br)ccc2)=O)cc1
COc1ncc(-c2ccc(S)c(C)c2F)s1	Sc1ccc(-c2sc(OC)nc2)c(F)c1C
C[C@H](COC(=O)[C@@H]1C[C@@H]1F)N1C(=O)c2ccccc2C1=O	[C@@H]1(F)[C@H](C(OC[C@H](N2C(=O)c3c(cccc3)C2=O)C)=O)C1
Cc1nn(-c2ccccc2F)c(C)c1[C@@H]1COCCN1C(=O)[C@@H]1CCOc2ccccc21	C1C[C@@H](C(=O)N2[C@H](c3c(C)n(-c4ccccc4F)nc3C)COCC2)c2c(cccc2)O1
O=C(NC1(c2ccc(NC(=O)[C@@H]3[C@H]4COC[C@H]43)cc2)CCC1)[C@@H]1CC(=O)N(Cc2ccccc2)C1	C([C@H]1CN(Cc2ccccc2)C(=O)C1)(NC1(c2ccc(NC([C@@H]3[C@H]4COC[C@H]43)=O)cc2)CCC1)=O
COc1cc(OC)cc(-c2nnc(N(C)[C@H](C)CS(C)(=O)=O)n2[C@@H]2C[C@H]2C(C)C)c1	C([C@H](N(C)c1nnc(-c2cc(OC)cc(OC)c2)n1[C@@H]1C[C@H]1C(C)C)C)S(C)(=O)=O
CC(C)(Oc1cccc(Cl)c1)C(=O)OC[C@@H]1CCOC1	[C@@H]1(COC(C(C)(Oc2cc(Cl)ccc2)C)=O)CCOC1
CO[C@H](C)C(=O)N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)C[C@H]1CCN(C(=O)OC(C)(C)C)CC1(F)F)C2	C([C@@H]1C(F)(F)CN(C(=O)OC(C)(C)C)CC1)C(N1C[C@@H]2COC[C@@H]([C@@H]2NC(=O)[C@H](OC)C)C1)=O
CNC(=O)c1cccc(Cn2c(CC3CC3)nnc2N2CCN(CCOC)C(=O)C2)c1	C1(Cc2nnc(N3CC(=O)N(CCOC)CC3)n2Cc2cccc(C(=O)NC)c2)CC1
CN[C@@H]1CCN(Cc2ccccc2OC2CCCC2)C1	C1C(Oc2c(CN3C[C@H](NC)CC3)cccc2)CCC1
COC(=O)c1ccc([N+](=O)[O-])cc1S(=O)(=O)N[C@H]1CN(c2ccc(F)cc2)C1=O	c1cc(C(=O)OC)c(S(N[C@H]2CN(c3ccc(F)cc3)C2=O)(=O)=O)cc1[N+]([O-])=O
CO[C@](C)(CNCc1ccc(SC)s1)c1ccccc1	c1cc(SC)sc1CNC[C@@](c1ccccc1)(C)OC
CC(=O)N(CC(=O)NCC[C@H](C)NC(=O)[C@@H]1C[C@@H]2O[C@H]1[C@H]1C[C@@H]21)c1ccccc1	c1ccc(N(CC(NCC[C@@H](NC([C@@H]2C[C@@H]3O[C@H]2[C@@H]2[C@H]3C2)=O)C)=O)C(C)=O)cc1
O=C(Cc1ccccc1O)N1CCC([C@H]2CCCCN2C(=O)c2cnc(Cl)c(Cl)c2)CC1	O=C(c1cnc(Cl)c(Cl)c1)N1CCCC[C@@H]1C1CCN(C(Cc2ccccc2O)=O)CC1
CCO/C=C/C(=O)N1C[C@@H]2COC[C@H](C1)[C@@H]2NC(=O)[C@H]1c2[nH]cnc2CCN1C(=O)OC(C)(C)C	O=C(N1CCc2nc[nH]c2[C@@H]1C(=O)N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)/C=C/OCC)C2)OC(C)(C)C
CC[C@H](OC(=O)[C@H]1CC(c2cccnc2)=NO1)c1ccc(F)cc1F	CC[C@@H](c1c(F)cc(F)cc1)OC(=O)[C@H]1CC(c2cnccc2)=NO1
COc1ccc(Cn2cc(NC(=O)[C@H]3COCCN3C)cn2)cc1	O(C)c1ccc(Cn2cc(NC([C@@H]3N(C)CCOC3)=O)cn2)cc1
N#CCOc1cccc(NC(=O)[C@@H]2[C@H]3[C@H]4C[C@@H]5[C@H]6[C@@H](C[C@H]53)[C@@H]2[C@@H]64)c1	[C@H]12[C@H]3[C@@H]4C[C@H]1[C@H]1C[C@H]2[C@H]3[C@H](C(Nc2cccc(OCC#N)c2)=O)[C@@H]41
CCn1nc(C(=O)N2C[C@@H]3COC[C@H](C2)[C@@H]3NC(=O)c2ccc(O)nn2)c2ccccc21	O=C(N1C[C@@H]2[C@H](NC(c3nnc(O)cc3)=O)[C@H](C1)COC2)c1c2ccccc2n(CC)n1
C[C@H](C(=O)N1CC[C@H](O)[C@H](C2CCCC2)C1)N1C(=O)[C@H]2[C@H](C1=O)[C@H]1CC[C@H]2O1	C1(=O)N([C@@H](C(N2CC[C@H](O)[C@H](C3CCCC3)C2)=O)C)C(=O)[C@@H]2[C@@H]3O[C@H](CC3)[C@@H]12
CC(=O)Nc1ccc(Cl)c(C(=O)Nc2cc([C@@H]3CCCCN3C(=O)[C@H](C)n3ccnc3)[nH]n2)c1	c1cc(NC(=O)C)cc(C(=O)Nc2cc([C@@H]3CCCCN3C([C@H](C)n3cncc3)=O)[nH]n2)c1Cl
CCNC(=O)CCCC(=O)NCCNCc1nnn(C)n1	C(NCCNC(CCCC(NCC)=O)=O)c1nnn(C)n1
CC(=O)N[C@H](C(=O)Nc1cc([C@H]2CCCCN2C(=O)Cc2ccc(C)c([N+](=O)[O-])c2)[nH]n1)C(C)(C)C	C1CCC[C@H](c2[nH]nc(NC(=O)[C@H](C(C)(C)C)NC(=O)C)c2)N1C(=O)Cc1cc([N+](=O)[O-])c(C)cc1
CCCOC(=O)Oc1ccccc1OC(F)(F)F	c1c(OC(F)(F)F)c(OC(OCCC)=O)ccc1
COCCCOc1ccc(Cl)c2cccnc12	COCCCOc1c2ncccc2c(Cl)cc1
Cc1occc1CN(C)S(=O)(=O)c1cnn(C2CCOCC2)c1	C(c1ccoc1C)N(C)S(=O)(c1cnn(C2CCOCC2)c1)=O
CC(C)Oc1ncccc1CNc1ccccc1S(N)(=O)=O	c1(NCc2c(OC(C)C)nccc2)c(S(=O)(=O)N)cccc1
CN(C[C@@H]1CCCCO1)c1nnc([C@@H]2CN(S(C)(=O)=O)CCO2)n1CCNC(=O)C1CC1	O1CCN(S(=O)(=O)C)C[C@H]1c1n(CCNC(C2CC2)=O)c(N(C)C[C@H]2OCCCC2)nn1
CC1(C)CCCC[C@H]1C(=O)N[C@H]1CCN(Cc2ncccn2)C1	C1C[C@H](NC(=O)[C@@H]2CCCCC2(C)C)CN1Cc1ncccn1
Cc1ccc(O)c(C(=O)N2CC[C@@]3(C2)CN(C(=O)C24CC(NC(=O)OC(C)(C)C)(C2)C4)CCO3)c1	C(C12CC(NC(OC(C)(C)C)=O)(C1)C2)(=O)N1C[C@]2(CCN(C(c3cc(C)ccc3O)=O)C2)OCC1
Cc1ccc(NC(=O)CN(C)C(=O)[C@@H]2CC(=O)N(c3cccc(S(N)(=O)=O)c3)C2)cc1	O=C(Nc1ccc(C)cc1)CN(C([C@H]1CN(c2cccc(S(=O)(=O)N)c2)C(=O)C1)=O)C
N#CC1(F)CCN(c2ccccn2)CC1	C1CC(F)(C#N)CCN1c1ccccn1
CC1(C)CN(S(=O)(=O)c2cc3c(cc2[N+](=O)[O-])OCCO3)[C@@H]1c1cccnc1	O=[N+](c1cc2c(cc1S(N1CC(C)(C)[C@H]1c1cnccc1)(=O)=O)OCCO2)[O-]
C[C@@H]1CCSCCN1C(=O)[C@@H](C)N1C(=O)[C@@H]2[C@H]3CC[C@@H](O3)[C@@H]2C1=O	N1([C@H](C)C(=O)N2[C@H](C)CCSCC2)C(=O)[C@H]2[C@H]3CC[C@@H](O3)[C@H]2C1=O
COC(=O)[C@H]1CC[C@H](C(=O)N2C[C@@H]3COC[C@H](C2)[C@@H]3NC(=O)Cc2c[nH]c3ccccc23)C1	O(C)C([C@@H]1C[C@@H](C(=O)N2C[C@H]3COC[C@H]([C@H]3NC(Cc3c[nH]c4c3cccc4)=O)C2)CC1)=O
C=C(C)CC(C)(C)C(=O)Nc1nc2c(s1)C[C@@H](NC(=O)[C@H]1Cc3ccccc3CN1C)CC2	c12c(cccc1)C[C@H](C(N[C@H]1CCc3c(sc(NC(C(C)(CC(C)=C)C)=O)n3)C1)=O)N(C)C2
CCCN1CCCN(Cc2ccc(N(CC)CC)cc2)CC1=O	N(c1ccc(CN2CCCN(CCC)C(=O)C2)cc1)(CC)CC
COCC1(C)CN(C(=O)Cn2cc3ccccc3n2)C1	C1N(C(=O)Cn2nc3c(cccc3)c2)CC1(C)COC
